customer,location,initial_date,transaction_date,amount
cust16803,22,2023-03-01,2023-03-01,39.0
cust16812,22,2023-03-01,2023-03-01,39.0
cust16817,22,2023-03-01,2023-03-01,39.0
cust16825,22,2023-03-01,2023-03-01,39.0
cust16829,22,2023-03-01,2023-03-01,39.0
cust16831,22,2023-03-01,2023-03-01,39.0
cust16838,22,2023-03-01,2023-03-01,39.0
cust16847,22,2023-03-01,2023-03-01,39.0
cust16850,22,2023-03-01,2023-03-01,39.0
cust16862,22,2023-03-01,2023-03-01,39.0
cust16868,22,2023-03-01,2023-03-01,39.0
cust16871,22,2023-03-01,2023-03-01,39.0
cust16878,22,2023-12-01,2023-12-01,39.0
cust16883,22,2023-03-01,2023-03-01,39.0
cust16884,22,2023-03-01,2023-03-01,39.0
cust16908,22,2023-03-01,2023-03-01,39.0
cust16909,22,2023-06-01,2023-06-01,19.99
cust16910,22,2023-06-01,2023-06-01,19.99
cust16914,22,2023-03-01,2023-03-01,39.0
cust16917,22,2023-10-01,2023-10-01,39.0
cust16918,22,2023-03-01,2023-03-01,39.0
cust16919,22,2023-06-01,2023-06-01,39.0
cust16921,22,2023-04-01,2023-04-01,39.0
cust16925,22,2023-03-01,2023-03-01,39.0
cust16926,22,2023-03-01,2023-03-01,39.0
cust16943,22,2023-03-01,2023-03-01,39.0
cust16944,22,2023-03-01,2023-03-01,39.0
cust16945,22,2023-03-01,2023-03-01,39.0
cust16948,22,2023-03-01,2023-03-01,39.0
cust16953,22,2023-03-01,2023-03-01,39.0
cust16956,22,2023-03-01,2023-03-01,39.0
cust16961,22,2023-03-01,2023-03-01,39.0
cust16965,22,2023-04-01,2023-04-01,39.0
cust16970,22,2023-03-01,2023-03-01,39.0
cust16974,22,2023-03-01,2023-03-01,39.0
cust16977,22,2023-03-01,2023-03-01,39.0
cust16979,22,2023-03-01,2023-03-01,39.0
cust16985,22,2023-04-01,2023-04-01,39.0
cust16994,22,2023-04-01,2023-04-01,39.0
cust16995,22,2023-04-01,2023-04-01,39.0
cust17001,22,2023-04-01,2023-04-01,39.0
cust17005,22,2023-04-01,2023-04-01,39.0
cust17007,22,2023-04-01,2023-04-01,39.0
cust17025,22,2023-04-01,2023-04-01,39.0
cust17027,22,2023-04-01,2023-04-01,39.0
cust17031,22,2023-04-01,2023-04-01,39.0
cust17034,22,2023-08-01,2023-08-01,39.0
cust17037,22,2023-04-01,2023-04-01,39.0
cust17073,22,2023-04-01,2023-04-01,39.0
cust17082,22,2023-04-01,2023-04-01,39.0
cust17095,22,2023-02-01,2023-02-01,39.0
cust17099,22,2023-04-01,2023-04-01,39.0
cust17105,22,2023-02-01,2023-02-01,39.0
cust17108,22,2023-04-01,2023-04-01,39.0
cust17113,22,2023-04-01,2023-04-01,39.0
cust17133,22,2023-04-01,2023-04-01,39.0
cust17144,22,2023-04-01,2023-04-01,39.0
cust17146,22,2023-04-01,2023-04-01,39.0
cust17147,22,2023-04-01,2023-04-01,39.0
cust17173,22,2023-04-01,2023-04-01,39.0
cust17174,22,2023-04-01,2023-04-01,39.0
cust17175,22,2023-04-01,2023-04-01,39.0
cust17187,22,2023-04-01,2023-04-01,39.0
cust17190,22,2023-01-01,2023-01-01,39.0
cust17194,22,2023-04-01,2023-04-01,39.0
cust17203,22,2023-04-01,2023-04-01,39.0
cust17223,22,2023-04-01,2023-04-01,39.0
cust17228,22,2023-06-01,2023-06-01,39.0
cust17230,22,2023-11-01,2023-11-01,39.0
cust17231,22,2023-04-01,2023-04-01,39.0
cust17236,22,2023-04-01,2023-04-01,39.0
cust17238,22,2023-04-01,2023-04-01,39.0
cust17252,22,2023-04-01,2023-04-01,39.0
cust17255,22,2023-04-01,2023-04-01,39.0
cust17259,22,2023-04-01,2023-04-01,39.0
cust17274,22,2023-04-01,2023-04-01,39.0
cust17277,22,2023-04-01,2023-04-01,39.0
cust17279,22,2023-04-01,2023-04-01,39.0
cust17294,22,2023-04-01,2023-04-01,39.0
cust17302,22,2023-04-01,2023-04-01,39.0
cust17304,22,2023-04-01,2023-04-01,39.0
cust17318,22,2023-10-01,2023-10-01,39.0
cust17325,22,2023-12-01,2023-12-01,49.0
cust17338,22,2023-05-01,2023-05-01,39.0
cust17342,22,2023-05-01,2023-05-01,39.0
cust17351,22,2023-07-01,2023-07-01,10.0
cust17352,22,2023-02-01,2023-02-01,41.48
cust17359,22,2023-05-01,2023-05-01,39.0
cust17369,22,2023-02-01,2023-02-01,39.0
cust17380,22,2023-05-01,2023-05-01,39.0
cust17382,22,2023-06-01,2023-06-01,19.99
cust17396,22,2023-05-01,2023-05-01,39.0
cust17417,22,2023-05-01,2023-05-01,39.0
cust17419,22,2023-05-01,2023-05-01,39.0
cust17422,22,2023-09-01,2023-09-01,39.0
cust17431,22,2023-05-01,2023-05-01,39.0
cust17442,22,2023-05-01,2023-05-01,39.0
cust17447,22,2023-08-01,2023-08-01,39.0
cust17456,22,2023-05-01,2023-05-01,39.0
cust17459,22,2023-05-01,2023-05-01,39.0
cust17460,22,2023-05-01,2023-05-01,39.0
cust17466,22,2023-05-01,2023-05-01,39.0
cust17477,22,2023-05-01,2023-05-01,39.0
cust17483,22,2023-05-01,2023-05-01,39.0
cust17484,22,2023-05-01,2023-05-01,39.0
cust17485,22,2023-05-01,2023-05-01,39.0
cust17501,22,2023-05-01,2023-05-01,39.0
cust17511,22,2023-05-01,2023-05-01,39.0
cust17516,22,2023-06-01,2023-06-01,19.99
cust17522,22,2023-05-01,2023-05-01,39.0
cust17527,22,2023-05-01,2023-05-01,39.0
cust17533,22,2023-05-01,2023-05-01,39.0
cust17534,22,2023-05-01,2023-05-01,39.0
cust17545,22,2023-04-01,2023-04-17,25.05
cust17545,22,2023-04-01,2023-04-19,-25.05
cust17545,22,2023-04-01,2023-04-25,-25.05
cust17545,22,2023-04-01,2023-04-21,25.05
cust17550,22,2023-03-01,2023-03-01,39.0
cust17553,22,2023-05-01,2023-05-01,39.0
cust17565,22,2023-05-01,2023-05-01,39.0
cust17565,22,2023-05-01,2023-05-12,39.0
cust17565,22,2023-05-01,2023-05-04,-39.0
cust17568,22,2023-05-01,2023-05-01,39.0
cust17571,22,2023-01-01,2023-01-01,39.0
cust17573,22,2023-05-01,2023-05-01,39.0
cust17582,22,2023-05-01,2023-05-01,39.0
cust17594,22,2023-07-01,2023-07-01,39.0
cust17595,22,2023-06-01,2023-06-01,39.0
cust17596,22,2023-10-01,2023-10-01,39.0
cust17599,22,2023-02-01,2023-02-01,39.0
cust17606,22,2023-05-01,2023-05-01,39.0
cust17607,22,2023-05-01,2023-05-01,39.0
cust17608,22,2023-05-01,2023-05-01,39.0
cust17613,22,2023-04-01,2023-04-01,39.0
cust17625,22,2023-05-01,2023-05-01,39.0
cust17626,22,2023-05-01,2023-05-01,39.0
cust17635,22,2023-05-01,2023-05-01,39.0
cust17640,22,2023-06-01,2023-06-01,10.0
cust17642,22,2023-05-01,2023-05-01,39.0
cust17658,22,2023-05-01,2023-05-01,39.0
cust17664,22,2023-05-01,2023-05-01,39.0
cust17667,22,2023-05-01,2023-05-01,39.0
cust17673,22,2023-05-01,2023-05-01,39.0
cust17678,22,2023-08-01,2023-08-01,39.0
cust17684,22,2023-04-01,2023-04-20,-22.06
cust17684,22,2023-04-01,2023-04-17,22.06
cust17686,22,2023-04-01,2023-04-25,-22.06
cust17686,22,2023-05-01,2023-05-01,39.0
cust17686,22,2023-05-01,2023-05-03,-39.0
cust17686,22,2023-04-01,2023-04-21,22.06
cust17686,22,2023-04-01,2023-04-19,-22.06
cust17686,22,2023-04-01,2023-04-17,22.06
cust17687,22,2023-05-01,2023-05-01,39.0
cust17700,22,2023-06-01,2023-06-01,39.0
cust17702,22,2023-10-01,2023-10-01,49.0
cust17705,22,2023-06-01,2023-06-01,39.0
cust17713,22,2023-06-01,2023-06-01,39.0
cust17723,22,2023-06-01,2023-06-01,39.0
cust17726,22,2023-06-01,2023-06-01,39.0
cust17727,22,2023-09-01,2023-09-01,39.0
cust17729,22,2023-06-01,2023-06-01,39.0
cust17739,22,2023-06-01,2023-06-01,39.0
cust17744,22,2023-06-01,2023-06-01,39.0
cust17748,22,2023-02-01,2023-02-01,39.0
cust17751,22,2023-06-01,2023-06-01,39.0
cust17755,22,2023-06-01,2023-06-01,39.0
cust17761,22,2023-06-01,2023-06-01,39.0
cust17762,22,2023-06-01,2023-06-01,39.0
cust17782,22,2023-06-01,2023-06-01,39.0
cust17785,22,2023-06-01,2023-06-01,39.0
cust17788,22,2023-06-01,2023-06-01,19.99
cust17794,22,2023-06-01,2023-06-01,39.0
cust17798,22,2023-02-01,2023-02-01,49.0
cust17806,22,2023-06-01,2023-06-01,39.0
cust17807,22,2023-06-01,2023-06-01,39.0
cust17808,22,2023-06-01,2023-06-01,39.0
cust17814,22,2023-06-01,2023-06-01,39.0
cust17817,22,2023-10-01,2023-10-01,19.99
cust17835,22,2023-06-01,2023-06-01,39.0
cust17837,22,2023-06-01,2023-06-01,39.0
cust17838,22,2023-06-01,2023-06-01,39.0
cust17839,22,2023-06-01,2023-06-01,39.0
cust17843,22,2023-06-01,2023-06-01,39.0
cust17854,22,2023-06-01,2023-06-01,39.0
cust17859,22,2023-06-01,2023-06-01,39.0
cust17864,22,2023-06-01,2023-06-01,39.0
cust17867,22,2023-06-01,2023-06-01,39.0
cust17871,22,2023-06-01,2023-06-01,39.0
cust17878,22,2023-06-01,2023-06-01,39.0
cust17879,22,2023-06-01,2023-06-01,39.0
cust17880,22,2023-06-01,2023-06-01,39.0
cust17884,22,2023-06-01,2023-06-01,39.0
cust17886,22,2023-06-01,2023-06-01,39.0
cust17891,22,2023-06-01,2023-06-01,39.0
cust17894,22,2023-06-01,2023-06-01,39.0
cust17904,22,2023-06-01,2023-06-01,39.0
cust17906,22,2023-06-01,2023-06-01,39.0
cust17913,22,2023-06-01,2023-06-01,39.0
cust17918,22,2023-06-01,2023-06-01,49.0
cust17923,22,2023-06-01,2023-06-01,39.0
cust17926,22,2023-06-01,2023-06-01,39.0
cust17933,22,2023-06-01,2023-06-01,39.0
cust17958,22,2023-06-01,2023-06-01,39.0
cust17959,22,2023-06-01,2023-06-01,39.0
cust17962,22,2023-06-01,2023-06-01,10.0
cust17965,22,2023-12-01,2023-12-01,39.0
cust17970,22,2023-06-01,2023-06-01,49.0
cust17971,22,2023-07-01,2023-07-01,39.0
cust17982,22,2023-06-01,2023-06-01,39.0
cust17992,22,2023-06-01,2023-06-01,39.0
cust17995,22,2023-06-01,2023-06-01,39.0
cust18004,22,2023-06-01,2023-06-01,39.0
cust18007,22,2023-06-01,2023-06-01,39.0
cust18008,22,2023-06-01,2023-06-01,10.0
cust18009,22,2023-06-01,2023-06-01,10.0
cust18013,22,2023-06-01,2023-06-01,49.0
cust18014,22,2023-06-01,2023-06-01,39.0
cust18017,22,2023-06-01,2023-06-01,39.0
cust18019,22,2023-06-01,2023-06-01,39.0
cust18028,22,2023-11-01,2023-11-17,22.06
cust18028,22,2023-06-01,2023-06-01,39.0
cust18028,22,2023-11-01,2023-11-27,-22.06
cust18054,22,2023-06-01,2023-06-01,39.0
cust18059,22,2023-06-01,2023-06-01,39.0
cust18064,22,2023-06-01,2023-06-01,39.0
cust18066,22,2023-06-01,2023-06-01,39.0
cust18078,22,2023-11-01,2023-11-01,39.0
cust18080,22,2023-06-01,2023-06-01,39.0
cust18081,22,2023-06-01,2023-06-01,39.0
cust18082,22,2023-06-01,2023-06-01,39.0
cust18085,22,2023-06-01,2023-06-01,39.0
cust18090,22,2023-03-01,2023-03-01,39.0
cust18094,22,2023-06-01,2023-06-01,39.0
cust18108,22,2023-07-01,2023-07-01,39.0
cust18136,22,2023-07-01,2023-07-01,39.0
cust18139,22,2023-07-01,2023-07-01,39.0
cust18173,22,2023-07-01,2023-07-01,39.0
cust18188,22,2023-07-01,2023-07-01,39.0
cust18190,22,2023-07-01,2023-07-01,39.0
cust18202,22,2023-01-01,2023-01-01,39.0
cust18205,22,2023-07-01,2023-07-01,39.0
cust18230,22,2023-07-01,2023-07-01,39.0
cust18235,22,2023-08-01,2023-08-01,49.0
cust18255,22,2023-07-01,2023-07-01,39.0
cust18257,22,2023-06-01,2023-06-01,19.99
cust18267,22,2023-07-01,2023-07-01,39.0
cust18271,22,2023-07-01,2023-07-01,39.0
cust18292,22,2023-10-01,2023-10-01,10.0
cust18297,22,2023-07-01,2023-07-01,39.0
cust18304,22,2023-07-01,2023-07-01,39.0
cust18314,22,2023-07-01,2023-07-01,39.0
cust18324,22,2023-07-01,2023-07-01,49.0
cust18326,22,2023-08-01,2023-08-01,39.0
cust18347,22,2023-07-01,2023-07-01,39.0
cust18352,22,2023-07-01,2023-07-01,39.0
cust18377,22,2023-07-01,2023-07-01,39.0
cust18380,22,2023-07-01,2023-07-01,39.0
cust18382,22,2023-07-01,2023-07-01,39.0
cust18391,22,2023-06-01,2023-06-01,39.0
cust18408,22,2023-07-01,2023-07-01,39.0
cust18416,22,2023-12-01,2023-12-01,39.0
cust18426,22,2023-12-01,2023-12-01,39.0
cust18434,22,2023-12-01,2023-12-01,39.0
cust18438,22,2023-12-01,2023-12-01,39.0
cust18448,22,2023-01-01,2023-01-01,39.0
cust18449,22,2023-12-01,2023-12-01,39.0
cust18450,22,2023-12-01,2023-12-01,39.0
cust18451,22,2023-12-01,2023-12-01,39.0
cust18452,22,2023-12-01,2023-12-01,39.0
cust18454,22,2023-12-01,2023-12-01,39.0
cust18458,22,2023-12-01,2023-12-01,39.0
cust18463,22,2023-12-01,2023-12-01,39.0
cust18469,22,2023-12-01,2023-12-01,39.0
cust18470,22,2023-12-01,2023-12-01,39.0
cust18473,22,2023-12-01,2023-12-01,39.0
cust18476,22,2023-12-01,2023-12-01,39.0
cust18477,22,2023-12-01,2023-12-01,39.0
cust18481,22,2023-01-01,2023-01-01,39.0
cust18490,22,2023-12-01,2023-12-01,39.0
cust18494,22,2023-12-01,2023-12-01,39.0
cust18497,22,2023-12-01,2023-12-01,39.0
cust18500,22,2023-12-01,2023-12-01,39.0
cust18502,22,2023-12-01,2023-12-01,39.0
cust18506,22,2023-12-01,2023-12-01,39.0
cust18507,22,2023-03-01,2023-03-01,40.76
cust18512,22,2023-12-01,2023-12-01,39.0
cust18516,22,2023-12-01,2023-12-01,39.0
cust18517,22,2023-12-01,2023-12-01,39.0
cust18518,22,2023-12-01,2023-12-01,39.0
cust18524,22,2023-10-01,2023-10-01,10.0
cust18534,22,2023-06-01,2023-06-01,39.0
cust18535,22,2023-07-01,2023-07-01,39.0
cust18537,22,2023-12-01,2023-12-01,39.0
cust18538,22,2023-12-01,2023-12-01,39.0
cust18541,22,2023-12-01,2023-12-01,39.0
cust18544,22,2023-12-01,2023-12-01,39.0
cust18545,22,2023-06-01,2023-06-01,39.0
cust18587,22,2023-12-01,2023-12-01,39.0
cust18588,22,2023-12-01,2023-12-01,39.0
cust18594,22,2023-12-01,2023-12-01,39.0
cust18599,22,2023-06-01,2023-06-01,39.0
cust18606,22,2023-12-01,2023-12-01,39.0
cust18609,22,2023-12-01,2023-12-01,39.0
cust18613,22,2023-08-01,2023-08-01,39.0
cust18616,22,2023-12-01,2023-12-01,39.0
cust18629,22,2023-06-01,2023-06-01,19.99
cust18633,22,2023-12-01,2023-12-01,39.0
cust18636,22,2023-12-01,2023-12-01,39.0
cust18638,22,2023-12-01,2023-12-01,39.0
cust18644,22,2023-12-01,2023-12-01,39.0
cust18649,22,2023-12-01,2023-12-01,39.0
cust18667,22,2023-12-01,2023-12-01,39.0
cust18685,22,2023-01-01,2023-01-01,39.0
cust18685,22,2023-01-01,2023-01-04,-39.0
cust18685,22,2023-01-01,2023-01-05,39.0
cust18687,22,2023-01-01,2023-01-01,39.0
cust18690,22,2023-01-01,2023-01-01,39.0
cust18691,22,2023-01-01,2023-01-01,39.0
cust18694,22,2023-12-01,2023-12-22,23.06
cust18694,22,2023-12-01,2023-12-20,-23.06
cust18694,22,2023-12-01,2023-12-27,-23.06
cust18694,22,2023-12-01,2023-12-17,23.06
cust18696,22,2023-10-01,2023-10-01,39.0
cust18699,22,2023-01-01,2023-01-01,39.0
cust18700,22,2023-01-01,2023-01-01,39.0
cust18703,22,2023-04-01,2023-04-01,45.94
cust18703,22,2023-01-01,2023-01-01,39.0
cust18705,22,2023-01-01,2023-01-01,39.0
cust18720,22,2023-01-01,2023-01-01,39.0
cust18722,22,2023-01-01,2023-01-01,39.0
cust18723,22,2023-06-01,2023-06-01,19.99
cust18728,22,2023-01-01,2023-01-01,39.0
cust18734,22,2023-01-01,2023-01-01,39.0
cust18739,22,2023-06-01,2023-06-01,39.0
cust18741,22,2023-02-01,2023-02-01,39.0
cust18744,22,2023-01-01,2023-01-01,39.0
cust18745,22,2023-01-01,2023-01-01,39.0
cust18748,22,2023-01-01,2023-01-01,39.0
cust18764,22,2023-01-01,2023-01-01,39.0
cust18769,22,2023-10-01,2023-10-01,29.0
cust18776,22,2023-01-01,2023-01-01,39.0
cust18779,22,2023-01-01,2023-01-01,39.0
cust18784,22,2023-09-01,2023-09-01,39.0
cust18785,22,2023-01-01,2023-01-01,39.0
cust18792,22,2023-01-01,2023-01-01,39.0
cust18810,22,2023-01-01,2023-01-01,39.0
cust18811,22,2023-01-01,2023-01-01,39.0
cust18813,22,2023-01-01,2023-01-01,39.0
cust18814,22,2023-01-01,2023-01-01,39.0
cust18815,22,2023-01-01,2023-01-01,39.0
cust18820,22,2023-01-01,2023-01-01,39.0
cust18827,22,2023-06-01,2023-06-01,10.0
cust18839,22,2023-01-01,2023-01-01,39.0
cust18846,22,2023-01-01,2023-01-01,39.0
cust18847,22,2023-01-01,2023-01-01,39.0
cust18849,22,2023-01-01,2023-01-01,39.0
cust18858,22,2023-01-01,2023-01-01,39.0
cust18865,22,2023-01-01,2023-01-01,39.0
cust18879,22,2023-01-01,2023-01-01,39.0
cust18882,22,2023-01-01,2023-01-01,39.0
cust18887,22,2023-01-01,2023-01-01,39.0
cust18888,22,2023-01-01,2023-01-01,39.0
cust18891,22,2023-01-01,2023-01-01,39.0
cust18894,22,2023-01-01,2023-01-01,39.0
cust18896,22,2023-01-01,2023-01-01,39.0
cust18897,22,2023-05-01,2023-05-01,41.73
cust18902,22,2023-01-01,2023-01-01,39.0
cust18904,22,2023-01-01,2023-01-01,39.0
cust18907,22,2023-01-01,2023-01-01,39.0
cust18909,22,2023-01-01,2023-01-01,39.0
cust18922,22,2023-01-01,2023-01-01,39.0
cust18924,22,2023-01-01,2023-01-01,39.0
cust18928,22,2023-01-01,2023-01-01,39.0
cust18930,22,2023-01-01,2023-01-01,39.0
cust18932,22,2023-06-01,2023-06-01,39.0
cust18933,22,2023-01-01,2023-01-01,39.0
cust18934,22,2023-02-01,2023-02-01,29.0
cust18935,22,2023-01-01,2023-01-01,39.0
cust18936,22,2023-01-01,2023-01-01,39.0
cust18938,22,2023-01-01,2023-01-01,39.0
cust18940,22,2023-01-01,2023-01-01,39.0
cust18941,22,2023-01-01,2023-01-01,39.0
cust18942,22,2023-06-01,2023-06-01,39.0
cust18969,22,2023-01-01,2023-01-01,39.0
cust18970,22,2023-01-01,2023-01-01,39.0
cust18971,22,2023-09-01,2023-09-01,39.0
cust18972,22,2023-06-01,2023-06-01,41.34
cust18981,22,2023-01-01,2023-01-01,39.0
cust18990,22,2023-01-01,2023-01-01,39.0
cust18991,22,2023-01-01,2023-01-01,39.0
cust18992,22,2023-01-01,2023-01-01,39.0
cust19006,22,2023-01-01,2023-01-01,39.0
cust19009,22,2023-06-01,2023-06-01,19.99
cust19010,22,2023-01-01,2023-01-01,39.0
cust19021,22,2023-01-01,2023-01-01,39.0
cust19024,22,2023-01-01,2023-01-01,39.0
cust19027,22,2023-10-01,2023-10-01,39.0
cust19032,22,2023-02-01,2023-02-01,39.0
cust19035,22,2023-02-01,2023-02-01,39.0
cust19038,22,2023-11-01,2023-11-01,49.0
cust19041,22,2023-02-01,2023-02-01,39.0
cust19043,22,2023-02-01,2023-02-01,39.0
cust19044,22,2023-02-01,2023-02-01,39.0
cust19046,22,2023-02-01,2023-02-01,39.0
cust19052,22,2023-10-01,2023-10-01,10.0
cust19060,22,2023-03-01,2023-03-01,39.0
cust19065,22,2023-02-01,2023-02-01,39.0
cust19073,22,2023-02-01,2023-02-01,39.0
cust19093,22,2023-02-01,2023-02-01,39.0
cust19095,22,2023-02-01,2023-02-01,39.0
cust19098,22,2023-02-01,2023-02-01,39.0
cust19101,22,2023-02-01,2023-02-01,39.0
cust19114,22,2023-02-01,2023-02-01,39.0
cust19118,22,2023-02-01,2023-02-01,39.0
cust19124,22,2023-02-01,2023-02-01,39.0
cust19127,22,2023-09-01,2023-09-01,39.0
cust19132,22,2023-02-01,2023-02-01,39.0
cust19136,22,2023-02-01,2023-02-01,39.0
cust19137,22,2023-02-01,2023-02-01,39.0
cust19149,22,2023-02-01,2023-02-01,39.0
cust19156,22,2023-02-01,2023-02-01,39.0
cust19157,22,2023-02-01,2023-02-01,39.0
cust19159,22,2023-02-01,2023-02-01,39.0
cust19171,22,2023-02-01,2023-02-01,39.0
cust19172,22,2023-02-01,2023-02-01,39.0
cust19195,22,2023-01-01,2023-01-01,39.0
cust19241,22,2023-10-01,2023-10-01,39.0
cust19248,22,2023-09-01,2023-09-01,39.0
cust19252,22,2023-02-01,2023-02-01,39.0
cust19255,22,2023-02-01,2023-02-01,39.0
cust19257,22,2023-02-01,2023-02-01,39.0
cust19263,22,2023-02-01,2023-02-01,39.0
cust19273,22,2023-02-01,2023-02-01,39.0
cust19277,22,2023-02-01,2023-02-01,39.0
cust19285,22,2023-03-01,2023-03-01,39.0
cust19288,22,2023-01-01,2023-01-01,39.0
cust19290,22,2023-02-01,2023-02-01,39.0
cust19295,22,2023-02-01,2023-02-01,39.0
cust19296,22,2023-02-01,2023-02-01,39.0
cust19297,22,2023-02-01,2023-02-01,39.0
cust19311,22,2023-02-01,2023-02-01,39.0
cust19317,22,2023-02-01,2023-02-01,39.0
cust19329,22,2023-06-01,2023-06-01,19.99
cust19337,22,2023-02-01,2023-02-01,39.0
cust19339,22,2023-02-01,2023-02-01,39.0
cust19341,22,2023-02-01,2023-02-01,39.0
cust19347,22,2023-02-01,2023-02-01,39.0
cust19350,22,2023-02-01,2023-02-01,39.0
cust19351,22,2023-02-01,2023-02-01,39.0
cust19354,22,2023-02-01,2023-02-01,39.0
cust19363,22,2023-02-01,2023-02-01,39.0
cust19366,22,2023-02-01,2023-02-01,39.0
cust19369,22,2023-02-01,2023-02-01,39.0
cust19378,22,2023-02-01,2023-02-01,39.0
cust19380,22,2023-02-01,2023-02-01,39.0
cust19383,22,2023-10-01,2023-10-01,39.0
cust19388,22,2023-02-01,2023-02-07,39.0
cust19394,22,2023-02-01,2023-02-01,39.0
cust19397,22,2023-02-01,2023-02-01,39.0
cust19403,22,2023-02-01,2023-02-01,39.0
cust19404,22,2023-02-01,2023-02-01,39.0
cust19405,22,2023-02-01,2023-02-01,39.0
cust19406,22,2023-02-01,2023-02-01,39.0
cust19415,22,2023-02-01,2023-02-01,39.0
cust19422,22,2023-02-01,2023-02-01,39.0
cust19451,22,2023-02-01,2023-02-01,39.0
cust19452,22,2023-02-01,2023-02-01,39.0
cust19459,22,2023-02-01,2023-02-01,39.0
cust19462,22,2023-02-01,2023-02-01,39.0
cust19466,22,2023-02-01,2023-02-01,39.0
cust19498,22,2023-03-01,2023-03-01,39.0
cust19503,22,2023-08-01,2023-08-01,49.0
cust19506,22,2023-03-01,2023-03-01,39.0
cust19512,22,2023-03-01,2023-03-01,39.0
cust19519,22,2023-03-01,2023-03-01,39.0
cust19528,22,2023-03-01,2023-03-01,39.0
cust19530,22,2023-03-01,2023-03-01,39.0
cust19531,22,2023-03-01,2023-03-01,39.0
cust19534,22,2023-03-01,2023-03-01,39.0
cust19536,22,2023-03-01,2023-03-01,39.0
cust19538,22,2023-03-01,2023-03-01,39.0
cust19552,22,2023-03-01,2023-03-01,39.0
cust19559,22,2023-03-01,2023-03-01,39.0
cust19561,22,2023-03-01,2023-03-01,39.0
cust19564,22,2023-03-01,2023-03-01,39.0
cust19569,22,2023-03-01,2023-03-01,39.0
cust19570,22,2023-03-01,2023-03-01,39.0
cust19578,22,2023-03-01,2023-03-01,39.0
cust19581,22,2023-03-01,2023-03-01,39.0
cust19582,22,2023-03-01,2023-03-01,39.0
cust19583,22,2023-03-01,2023-03-01,39.0
cust19589,22,2023-03-01,2023-03-01,39.0
cust19590,22,2023-03-01,2023-03-01,39.0
cust19592,22,2023-03-01,2023-03-01,39.0
cust19601,22,2023-03-01,2023-03-01,39.0
cust19609,22,2023-03-01,2023-03-01,39.0
cust19611,22,2023-10-01,2023-10-01,19.99
cust19618,22,2023-03-01,2023-03-01,39.0
cust19622,22,2023-06-01,2023-06-01,39.0
cust19625,22,2023-03-01,2023-03-01,39.0
cust19633,22,2023-03-01,2023-03-01,39.0
cust19637,22,2023-03-01,2023-03-01,39.0
cust19638,22,2023-03-01,2023-03-01,15.94
cust19638,22,2023-03-01,2023-03-03,-15.94
cust19649,22,2023-07-01,2023-07-01,39.0
cust19652,22,2023-03-01,2023-03-01,39.0
cust19653,22,2023-03-01,2023-03-01,39.0
cust19654,22,2023-03-01,2023-03-01,39.0
cust19655,22,2023-03-01,2023-03-01,39.0
cust19660,22,2023-03-01,2023-03-01,39.0
cust19667,22,2023-03-01,2023-03-01,39.0
cust19669,22,2023-03-01,2023-03-01,39.0
cust19673,22,2023-10-01,2023-10-01,15.0
cust19697,22,2023-06-01,2023-06-01,10.0
cust19701,22,2023-03-01,2023-03-01,39.0
cust19705,22,2023-03-01,2023-03-01,39.0
cust19710,22,2023-03-01,2023-03-01,39.0
cust19721,22,2023-06-01,2023-06-01,29.0
cust19724,22,2023-03-01,2023-03-01,39.0
cust19725,22,2023-03-01,2023-03-01,39.0
cust19729,22,2023-03-01,2023-03-01,39.0
cust19733,22,2023-03-01,2023-03-01,39.0
cust19737,22,2023-04-01,2023-04-01,49.0
cust19739,22,2023-09-01,2023-09-01,39.0
cust19742,22,2023-06-01,2023-06-01,39.0
cust19759,22,2023-04-01,2023-04-07,39.0
cust19759,22,2023-04-01,2023-04-01,39.0
cust19759,22,2023-04-01,2023-04-04,-39.0
cust19763,22,2023-03-01,2023-03-01,39.0
cust19770,22,2023-03-01,2023-03-01,39.0
cust19781,22,2023-03-01,2023-03-01,39.0
cust19782,22,2023-03-01,2023-03-01,39.0
cust19787,22,2023-03-01,2023-03-01,39.0
cust19791,22,2023-10-01,2023-10-01,39.0
cust19794,22,2023-03-01,2023-03-01,39.0
cust19817,22,2023-03-01,2023-03-01,39.0
cust19847,22,2023-03-01,2023-03-01,39.0
cust19848,22,2023-03-01,2023-03-01,39.0
cust19854,22,2023-03-01,2023-03-01,39.0
cust19859,22,2023-03-01,2023-03-01,39.0
cust19862,22,2023-03-01,2023-03-01,39.0
cust19876,22,2023-07-01,2023-07-01,39.0
cust19879,22,2023-03-01,2023-03-01,39.0
cust19885,22,2023-03-01,2023-03-01,39.0
cust19894,22,2023-03-01,2023-03-01,39.0
cust19899,22,2023-03-01,2023-03-01,39.0
cust19900,22,2023-03-01,2023-03-01,39.0
cust19909,22,2023-03-01,2023-03-01,39.0
cust19911,22,2023-03-01,2023-03-01,39.0
cust19915,22,2023-03-01,2023-03-01,39.0
cust19917,22,2023-03-01,2023-03-01,39.0
cust19919,22,2023-03-01,2023-03-01,39.0
cust19925,22,2023-03-01,2023-03-01,39.0
cust19926,22,2023-03-01,2023-03-01,39.0
cust19927,22,2023-03-01,2023-03-01,39.0
cust19928,22,2023-03-01,2023-03-01,39.0
cust19937,22,2023-02-01,2023-02-01,18.8
cust19941,22,2023-03-01,2023-03-01,39.0
